sic_1_digit,sic_2_digit
1,1
1,2
1,3
2,5
2,6
2,7
2,8
2,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
4,35
5,36
5,37
5,38
5,39
6,41
6,42
6,43
7,45
7,46
7,47
8,49
8,50
8,51
8,52
8,53
9,55
9,56
10,58
10,59
10,60
10,61
10,62
10,63
11,64
11,65
11,66
12,68
13,69
13,70
13,71
13,72
13,73
13,74
13,75
14,77
14,78
14,79
14,80
14,81
14,82
15,84
16,85
17,86
17,87
17,88
18,90
18,91
18,92
18,93
19,94
19,95
19,96
20,97
20,98
21,99
